year,month,state,district,avg_temp_celsius,avg_rainfall_mm
2017,1,Punjab,Ludhiana,17.17,18.37
2017,2,Punjab,Ludhiana,18.27,41.78
2017,3,Punjab,Ludhiana,27.99,16.42
2017,4,Punjab,Ludhiana,27.45,23.95
2017,5,Punjab,Ludhiana,30.78,29.0
2017,6,Punjab,Ludhiana,30.74,133.18
2017,7,Punjab,Ludhiana,30.23,304.36
2017,8,Punjab,Ludhiana,32.12,261.57
2017,9,Punjab,Ludhiana,32.64,245.18
2017,10,Punjab,Ludhiana,31.97,20.58
2017,11,Punjab,Ludhiana,30.06,43.84
2017,12,Punjab,Ludhiana,15.73,37.99
2017,1,Punjab,Jalandhar,15.8,18.1
2017,2,Punjab,Jalandhar,19.49,26.27
2017,3,Punjab,Jalandhar,25.42,38.75
2017,4,Punjab,Jalandhar,27.39,48.26
2017,5,Punjab,Jalandhar,31.7,34.12
2017,6,Punjab,Jalandhar,33.61,242.64
2017,7,Punjab,Jalandhar,30.41,314.67
2017,8,Punjab,Jalandhar,34.62,245.05
2017,9,Punjab,Jalandhar,28.63,222.83
2017,10,Punjab,Jalandhar,25.44,23.24
2017,11,Punjab,Jalandhar,26.23,37.65
2017,12,Punjab,Jalandhar,15.6,28.08
2017,1,Punjab,Patiala,16.47,30.1
2017,2,Punjab,Patiala,16.65,48.54
2017,3,Punjab,Patiala,27.18,13.9
2017,4,Punjab,Patiala,29.67,13.06
2017,5,Punjab,Patiala,34.61,33.2
2017,6,Punjab,Patiala,34.12,214.55
2017,7,Punjab,Patiala,30.18,124.75
2017,8,Punjab,Patiala,30.06,260.34
2017,9,Punjab,Patiala,34.04,327.12
2017,10,Punjab,Patiala,31.19,16.02
2017,11,Punjab,Patiala,29.11,36.64
2017,12,Punjab,Patiala,15.13,42.3
2017,1,Punjab,Bathinda,21.15,10.38
2017,2,Punjab,Bathinda,19.74,10.12
2017,3,Punjab,Bathinda,30.77,40.21
2017,4,Punjab,Bathinda,26.34,26.72
2017,5,Punjab,Bathinda,28.54,45.2
2017,6,Punjab,Bathinda,29.13,169.71
2017,7,Punjab,Bathinda,32.8,114.41
2017,8,Punjab,Bathinda,29.91,342.4
2017,9,Punjab,Bathinda,33.57,289.92
2017,10,Punjab,Bathinda,25.54,47.96
2017,11,Punjab,Bathinda,31.89,29.99
2017,12,Punjab,Bathinda,21.46,16.37
2017,1,Maharashtra,Pune,16.5,17.75
2017,2,Maharashtra,Pune,20.82,49.13
2017,3,Maharashtra,Pune,27.41,12.81
2017,4,Maharashtra,Pune,31.14,48.24
2017,5,Maharashtra,Pune,33.33,49.09
2017,6,Maharashtra,Pune,34.98,224.06
2017,7,Maharashtra,Pune,28.17,230.5
2017,8,Maharashtra,Pune,32.11,178.99
2017,9,Maharashtra,Pune,32.22,163.34
2017,10,Maharashtra,Pune,27.41,43.69
2017,11,Maharashtra,Pune,29.92,24.14
2017,12,Maharashtra,Pune,17.87,43.23
2017,1,Maharashtra,Nashik,16.58,48.59
2017,2,Maharashtra,Nashik,19.61,15.68
2017,3,Maharashtra,Nashik,31.6,27.5
2017,4,Maharashtra,Nashik,26.15,36.63
2017,5,Maharashtra,Nashik,31.52,48.46
2017,6,Maharashtra,Nashik,31.13,302.74
2017,7,Maharashtra,Nashik,33.54,247.62
2017,8,Maharashtra,Nashik,30.16,161.37
2017,9,Maharashtra,Nashik,32.67,208.14
2017,10,Maharashtra,Nashik,31.14,34.4
2017,11,Maharashtra,Nashik,31.87,25.85
2017,12,Maharashtra,Nashik,17.86,25.32
2017,1,Maharashtra,Nagpur,19.03,14.28
2017,2,Maharashtra,Nagpur,18.39,10.56
2017,3,Maharashtra,Nagpur,27.73,43.93
2017,4,Maharashtra,Nagpur,29.99,26.51
2017,5,Maharashtra,Nagpur,30.27,41.18
2017,6,Maharashtra,Nagpur,32.57,344.42
2017,7,Maharashtra,Nagpur,31.55,161.16
2017,8,Maharashtra,Nagpur,28.57,137.84
2017,9,Maharashtra,Nagpur,34.66,127.58
2017,10,Maharashtra,Nagpur,25.38,40.75
2017,11,Maharashtra,Nagpur,27.1,22.38
2017,12,Maharashtra,Nagpur,20.31,37.55
2017,1,Maharashtra,Aurangabad,15.32,35.1
2017,2,Maharashtra,Aurangabad,17.74,32.12
2017,3,Maharashtra,Aurangabad,31.06,18.11
2017,4,Maharashtra,Aurangabad,25.7,28.55
2017,5,Maharashtra,Aurangabad,33.93,31.93
2017,6,Maharashtra,Aurangabad,31.65,306.29
2017,7,Maharashtra,Aurangabad,30.21,120.41
2017,8,Maharashtra,Aurangabad,28.45,246.6
2017,9,Maharashtra,Aurangabad,32.59,217.18
2017,10,Maharashtra,Aurangabad,29.69,29.0
2017,11,Maharashtra,Aurangabad,26.62,30.28
2017,12,Maharashtra,Aurangabad,20.19,46.98
2017,1,Maharashtra,Satara,16.49,30.81
2017,2,Maharashtra,Satara,20.14,21.3
2017,3,Maharashtra,Satara,30.88,48.79
2017,4,Maharashtra,Satara,30.31,20.84
2017,5,Maharashtra,Satara,32.33,19.73
2017,6,Maharashtra,Satara,32.32,171.47
2017,7,Maharashtra,Satara,34.47,332.96
2017,8,Maharashtra,Satara,31.98,188.87
2017,9,Maharashtra,Satara,30.49,179.98
2017,10,Maharashtra,Satara,26.17,18.81
2017,11,Maharashtra,Satara,28.11,16.51
2017,12,Maharashtra,Satara,18.04,27.38
2018,1,Punjab,Amritsar,16.99,49.76
2018,2,Punjab,Amritsar,17.33,48.88
2018,3,Punjab,Amritsar,26.3,15.25
2018,4,Punjab,Amritsar,30.49,15.3
2018,5,Punjab,Amritsar,33.24,32.81
2018,6,Punjab,Amritsar,34.59,190.72
2018,7,Punjab,Amritsar,30.7,179.79
2018,8,Punjab,Amritsar,28.37,202.0
2018,9,Punjab,Amritsar,29.68,179.91
2018,10,Punjab,Amritsar,28.27,33.46
2018,11,Punjab,Amritsar,27.59,42.88
2018,12,Punjab,Amritsar,16.91,12.46
2018,1,Punjab,Ludhiana,16.11,25.16
2018,2,Punjab,Ludhiana,20.25,30.86
2018,3,Punjab,Ludhiana,28.92,45.32
2018,4,Punjab,Ludhiana,30.46,44.73
2018,5,Punjab,Ludhiana,31.28,19.66
2018,6,Punjab,Ludhiana,29.38,309.93
2018,7,Punjab,Ludhiana,29.57,192.55
2018,8,Punjab,Ludhiana,28.22,254.93
2018,9,Punjab,Ludhiana,32.58,100.85
2018,10,Punjab,Ludhiana,31.47,48.5
2018,11,Punjab,Ludhiana,30.81,31.95
2018,12,Punjab,Ludhiana,20.99,27.11
2018,1,Punjab,Jalandhar,20.01,46.22
2018,2,Punjab,Jalandhar,21.72,28.77
2018,3,Punjab,Jalandhar,27.82,20.79
2018,4,Punjab,Jalandhar,30.68,13.04
2018,5,Punjab,Jalandhar,31.36,25.57
2018,6,Punjab,Jalandhar,33.36,291.56
2018,7,Punjab,Jalandhar,30.54,332.31
2018,8,Punjab,Jalandhar,29.81,119.99
2018,9,Punjab,Jalandhar,31.75,231.0
2018,10,Punjab,Jalandhar,26.39,40.09
2018,11,Punjab,Jalandhar,31.11,26.47
2018,12,Punjab,Jalandhar,16.55,20.49
2018,1,Punjab,Patiala,16.46,33.49
2018,2,Punjab,Patiala,18.25,30.65
2018,3,Punjab,Patiala,25.33,17.33
2018,4,Punjab,Patiala,25.36,29.64
2018,5,Punjab,Patiala,34.78,26.34
2018,6,Punjab,Patiala,28.04,215.26
2018,7,Punjab,Patiala,31.32,228.03
2018,8,Punjab,Patiala,30.98,107.13
2018,9,Punjab,Patiala,32.32,257.07
2018,10,Punjab,Patiala,29.23,15.25
2018,11,Punjab,Patiala,31.72,47.99
2018,12,Punjab,Patiala,15.62,33.96
2018,1,Punjab,Bathinda,15.59,23.66
2018,2,Punjab,Bathinda,21.64,35.23
2018,3,Punjab,Bathinda,25.36,16.28
2018,4,Punjab,Bathinda,27.07,41.0
2018,5,Punjab,Bathinda,33.48,10.28
2018,6,Punjab,Bathinda,31.62,121.55
2018,7,Punjab,Bathinda,34.41,272.5
2018,8,Punjab,Bathinda,31.4,261.79
2018,9,Punjab,Bathinda,33.4,153.93
2018,10,Punjab,Bathinda,29.1,39.67
2018,11,Punjab,Bathinda,25.06,19.45
2018,12,Punjab,Bathinda,18.76,18.39
2018,1,Maharashtra,Pune,18.08,36.91
2018,2,Maharashtra,Pune,17.66,18.04
2018,3,Maharashtra,Pune,26.0,24.62
2018,4,Maharashtra,Pune,30.43,13.1
2018,5,Maharashtra,Pune,33.77,19.57
2018,6,Maharashtra,Pune,32.14,326.29
2018,7,Maharashtra,Pune,30.68,168.58
2018,8,Maharashtra,Pune,34.05,222.71
2018,9,Maharashtra,Pune,33.68,319.0
2018,10,Maharashtra,Pune,30.35,33.99
2018,11,Maharashtra,Pune,25.36,19.82
2018,12,Maharashtra,Pune,20.75,44.58
2018,1,Maharashtra,Nashik,15.06,17.67
2018,2,Maharashtra,Nashik,20.81,12.92
2018,3,Maharashtra,Nashik,31.25,28.31
2018,4,Maharashtra,Nashik,30.21,26.49
2018,5,Maharashtra,Nashik,28.47,32.37
2018,6,Maharashtra,Nashik,33.31,270.1
2018,7,Maharashtra,Nashik,30.76,244.91
2018,8,Maharashtra,Nashik,29.91,341.23
2018,9,Maharashtra,Nashik,34.34,326.71
2018,10,Maharashtra,Nashik,31.63,26.57
2018,11,Maharashtra,Nashik,29.86,42.2
2018,12,Maharashtra,Nashik,18.91,10.62
2018,1,Maharashtra,Nagpur,19.86,28.76
2018,2,Maharashtra,Nagpur,17.91,20.75
2018,3,Maharashtra,Nagpur,27.36,45.45
2018,4,Maharashtra,Nagpur,27.22,19.69
2018,5,Maharashtra,Nagpur,34.65,36.8
2018,6,Maharashtra,Nagpur,34.14,301.26
2018,7,Maharashtra,Nagpur,33.61,326.71
2018,8,Maharashtra,Nagpur,28.54,279.4
2018,9,Maharashtra,Nagpur,31.73,136.82
2018,10,Maharashtra,Nagpur,28.63,29.47
2018,11,Maharashtra,Nagpur,30.93,42.48
2018,12,Maharashtra,Nagpur,21.68,18.28
2018,1,Maharashtra,Aurangabad,18.51,30.8
2018,2,Maharashtra,Aurangabad,18.26,15.96
2018,3,Maharashtra,Aurangabad,30.98,30.48
2018,4,Maharashtra,Aurangabad,31.69,31.08
2018,5,Maharashtra,Aurangabad,32.78,47.06
2018,6,Maharashtra,Aurangabad,28.04,295.6
2018,7,Maharashtra,Aurangabad,31.98,334.29
2018,8,Maharashtra,Aurangabad,33.42,235.33
2018,9,Maharashtra,Aurangabad,34.02,308.98
2018,10,Maharashtra,Aurangabad,26.12,31.12
2018,11,Maharashtra,Aurangabad,31.7,48.93
2018,12,Maharashtra,Aurangabad,18.51,15.02
2018,1,Maharashtra,Satara,20.0,30.73
2018,2,Maharashtra,Satara,18.14,35.57
2018,3,Maharashtra,Satara,31.82,32.16
2018,4,Maharashtra,Satara,29.23,33.37
2018,5,Maharashtra,Satara,30.12,12.59
2018,6,Maharashtra,Satara,31.19,153.56
2018,7,Maharashtra,Satara,32.37,117.78
2018,8,Maharashtra,Satara,32.87,343.91
2018,9,Maharashtra,Satara,33.45,125.29
2018,10,Maharashtra,Satara,30.93,10.78
2018,11,Maharashtra,Satara,26.15,31.03
2018,12,Maharashtra,Satara,15.45,38.17
2019,1,Punjab,Amritsar,21.61,44.63
2019,2,Punjab,Amritsar,16.63,30.83
2019,3,Punjab,Amritsar,29.05,43.85
2019,4,Punjab,Amritsar,31.48,35.91
2019,5,Punjab,Amritsar,30.95,25.15
2019,6,Punjab,Amritsar,33.91,211.7
2019,7,Punjab,Amritsar,28.39,325.7
2019,8,Punjab,Amritsar,34.28,278.77
2019,9,Punjab,Amritsar,34.62,167.8
2019,10,Punjab,Amritsar,26.39,18.48
2019,11,Punjab,Amritsar,29.75,46.78
2019,12,Punjab,Amritsar,15.74,36.55
2019,1,Punjab,Ludhiana,18.01,18.59
2019,2,Punjab,Ludhiana,20.87,17.42
2019,3,Punjab,Ludhiana,26.42,45.08
2019,4,Punjab,Ludhiana,25.33,32.97
2019,5,Punjab,Ludhiana,31.26,14.36
2019,6,Punjab,Ludhiana,34.73,153.46
2019,7,Punjab,Ludhiana,29.7,254.52
2019,8,Punjab,Ludhiana,34.56,344.56
2019,9,Punjab,Ludhiana,30.13,154.34
2019,10,Punjab,Ludhiana,31.76,17.76
2019,11,Punjab,Ludhiana,29.0,32.01
2019,12,Punjab,Ludhiana,17.01,44.53
2019,1,Punjab,Jalandhar,16.72,26.54
2019,2,Punjab,Jalandhar,17.39,23.5
2019,3,Punjab,Jalandhar,28.6,39.9
2019,4,Punjab,Jalandhar,25.94,47.26
2019,5,Punjab,Jalandhar,28.94,20.06
2019,6,Punjab,Jalandhar,29.67,142.54
2019,7,Punjab,Jalandhar,28.66,163.17
2019,8,Punjab,Jalandhar,28.45,166.46
2019,9,Punjab,Jalandhar,28.47,315.37
2019,10,Punjab,Jalandhar,26.79,12.35
2019,11,Punjab,Jalandhar,28.37,19.68
2019,12,Punjab,Jalandhar,15.43,31.14
2019,1,Punjab,Patiala,16.54,32.61
2019,2,Punjab,Patiala,16.76,32.8
2019,3,Punjab,Patiala,25.92,20.09
2019,4,Punjab,Patiala,31.95,48.06
2019,5,Punjab,Patiala,34.56,27.78
2019,6,Punjab,Patiala,31.05,153.25
2019,7,Punjab,Patiala,33.55,247.82
2019,8,Punjab,Patiala,33.18,291.23
2019,9,Punjab,Patiala,34.9,132.72
2019,10,Punjab,Patiala,30.77,46.47
2019,11,Punjab,Patiala,31.83,35.03
2019,12,Punjab,Patiala,18.72,32.82
2019,1,Punjab,Bathinda,17.18,40.83
2019,2,Punjab,Bathinda,21.82,43.71
2019,3,Punjab,Bathinda,29.78,48.83
2019,4,Punjab,Bathinda,26.58,20.59
2019,5,Punjab,Bathinda,30.34,37.15
2019,6,Punjab,Bathinda,33.45,171.02
2019,7,Punjab,Bathinda,33.07,283.19
2019,8,Punjab,Bathinda,30.1,309.41
2019,9,Punjab,Bathinda,30.94,137.23
2019,10,Punjab,Bathinda,27.75,40.99
2019,11,Punjab,Bathinda,25.32,37.93
2019,12,Punjab,Bathinda,17.69,35.85
2019,1,Maharashtra,Pune,18.65,44.09
2019,2,Maharashtra,Pune,17.12,34.5
2019,3,Maharashtra,Pune,31.2,38.27
2019,4,Maharashtra,Pune,26.09,33.13
2019,5,Maharashtra,Pune,29.18,13.86
2019,6,Maharashtra,Pune,33.77,341.82
2019,7,Maharashtra,Pune,32.29,175.92
2019,8,Maharashtra,Pune,31.82,103.59
2019,9,Maharashtra,Pune,33.43,278.8
2019,10,Maharashtra,Pune,26.86,44.82
2019,11,Maharashtra,Pune,28.38,28.9
2019,12,Maharashtra,Pune,15.51,48.88
2019,1,Maharashtra,Nashik,15.4,34.46
2019,2,Maharashtra,Nashik,18.95,12.44
2019,3,Maharashtra,Nashik,31.23,26.59
2019,4,Maharashtra,Nashik,29.81,44.92
2019,5,Maharashtra,Nashik,34.47,30.2
2019,6,Maharashtra,Nashik,31.59,107.29
2019,7,Maharashtra,Nashik,34.68,197.61
2019,8,Maharashtra,Nashik,34.94,161.87
2019,9,Maharashtra,Nashik,32.02,108.38
2019,10,Maharashtra,Nashik,25.58,48.03
2019,11,Maharashtra,Nashik,28.12,49.83
2019,12,Maharashtra,Nashik,18.06,39.26
2019,1,Maharashtra,Nagpur,21.77,37.99
